Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,MonthlyIncome,NumCompaniesWorked,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_catagorical
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,5615,Y,No,12,4,3,11631.0,2.0,3.0,0.0,3.0,4.5,11,10.0,5.0,8.0,High
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,22952,Y,No,14,3,3,9738.0,0.0,3.0,1.0,3.0,4.5,9,7.0,2.0,8.0,High
36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2561,Y,No,22,1,3,2835.0,5.0,3.0,1.0,3.0,2.0,1,0.0,0.0,0.0,Low
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,19494,Y,Yes,12,4,4,16581.0,1.0,3.0,2.0,3.0,3.0,18,12.0,4.0,12.0,High
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,22310,Y,No,25,3,2,2613.0,1.0,3.0,2.5,3.0,2.0,10,7.0,0.0,9.0,Low
33,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,15480,Y,No,13,1,4,6146.0,0.0,3.0,1.0,3.0,2.0,7,7.0,0.0,7.0,Low
56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4510,Y,Yes,18,1,3,4963.0,8.5,3.0,2.5,3.0,2.0,5,4.0,4.0,3.0,Low
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,6462,Y,No,13,3,3,16581.0,7.0,3.0,0.0,3.0,4.5,18,14.5,7.5,14.5,High
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,20739,Y,Yes,18,2,2,6172.0,4.0,3.0,0.0,3.0,3.0,7,7.0,7.0,7.0,Low
26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,23300,Y,No,19,3,2,2368.0,1.0,3.0,0.0,3.0,3.0,5,4.0,4.0,3.0,Low
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,3465,Y,No,12,4,2,10312.0,1.0,3.0,1.0,3.0,3.0,18,10.0,7.5,6.0,High
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,26820,Y,Yes,19,4,2,1675.0,1.0,3.0,0.0,3.0,2.0,0,0.0,0.0,0.0,Low
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,19299,Y,No,14,3,3,2523.0,0.0,3.0,1.0,3.0,2.0,2,1.0,2.0,1.0,Low
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,5549,Y,No,14,3,2,6567.0,1.0,3.0,0.0,3.0,2.0,15,11.0,5.0,11.0,High
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,16090,Y,No,12,4,3,4739.0,4.0,3.0,0.0,3.0,2.0,3,2.0,1.0,2.0,Low
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,6645,Y,No,11,4,3,9208.0,4.0,3.0,0.0,3.0,3.0,2,2.0,2.0,1.0,High
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,24788,Y,Yes,11,3,3,4559.0,3.0,3.0,1.0,3.0,2.0,2,2.0,2.0,2.0,Low
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,21196,Y,Yes,13,3,3,8189.0,3.0,3.0,1.0,3.0,2.0,9,7.0,0.0,7.0,High
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,8916,Y,No,23,4,3,2942.0,1.0,3.0,1.0,3.0,3.0,8,7.0,5.0,7.0,Low
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,2819,Y,No,20,4,3,4941.0,6.0,3.0,2.0,3.0,0.5,3,2.0,0.0,1.0,Low
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,25150,Y,No,15,4,3,10650.0,2.0,3.0,0.0,3.0,2.0,4,2.0,0.0,3.0,High
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,14590,Y,No,14,3,4,5902.0,4.0,3.0,1.0,3.0,1.0,15,11.0,5.0,9.0,Low
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,24835,Y,No,18,4,3,8639.0,2.0,3.0,0.0,3.0,3.0,2,2.0,2.0,2.0,High
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,13982,Y,Yes,19,4,1,6347.0,0.0,3.0,0.0,3.0,2.0,11,9.0,4.0,7.0,Low
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,10224,Y,No,22,1,4,4200.0,7.0,3.0,0.0,3.0,2.0,5,4.0,0.0,4.0,Low
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,9752,Y,No,13,2,2,3452.0,5.0,3.0,0.0,3.0,2.0,6,5.0,0.0,3.0,Low
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,2302,Y,Yes,20,2,3,4317.0,3.0,3.0,0.0,3.0,2.0,3,2.0,2.0,2.0,Low
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,23910,Y,No,14,3,2,2632.0,1.0,3.0,0.0,3.0,4.0,5,4.0,0.0,4.0,Low
32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,22812,Y,No,17,4,4,4668.0,0.0,3.0,2.5,3.0,2.0,8,7.0,0.0,7.0,Low
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,10415,Y,No,14,4,3,3204.0,5.0,3.0,1.0,3.0,3.0,3,2.0,2.0,2.0,Low
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,11162,Y,No,13,4,3,2720.0,0.0,3.0,0.0,3.0,3.0,5,3.0,1.0,2.0,Low
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,12888,Y,No,13,2,2,16581.0,4.0,3.0,1.0,3.0,2.0,7,6.0,7.0,7.0,High
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,6961,Y,No,21,4,3,2238.0,2.0,3.0,1.0,3.0,2.0,5,0.0,1.0,4.0,Low
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,16102,Y,No,14,4,3,1483.0,1.0,3.0,0.0,3.0,3.0,1,0.0,0.0,0.0,Low
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,8504,Y,No,11,1,3,5605.0,1.0,3.0,1.0,3.0,2.0,18,7.0,2.0,13.0,Low
35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,11439,Y,No,13,1,3,7295.0,1.0,3.0,2.0,3.0,3.0,10,8.0,0.0,6.0,High
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,16047,Y,Yes,20,4,1,2306.0,2.0,3.0,1.0,3.0,3.0,7,7.0,4.0,5.0,Low
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,10901,Y,No,18,3,1,2348.0,8.0,3.0,1.0,3.0,2.0,17,9.0,0.0,14.5,Low
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,15589,Y,No,14,4,3,8998.0,1.0,3.0,0.0,3.0,2.0,9,8.0,3.0,7.0,High
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,26283,Y,No,13,1,3,4319.0,1.0,3.0,1.0,3.0,1.0,10,7.0,0.0,9.0,Low
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,13983,Y,No,17,3,3,6132.0,2.0,3.0,0.0,3.0,2.0,1,0.0,0.0,0.0,Low
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,11873,Y,Yes,20,2,2,3346.0,4.0,3.0,1.0,3.0,3.0,1,0.0,0.0,0.0,Low
40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,8552,Y,No,11,1,2,10855.0,7.0,3.0,1.0,3.0,2.0,12,11.0,2.0,11.0,High
34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,11314,Y,No,18,4,3,2231.0,6.0,3.0,1.0,3.0,3.0,4,3.0,1.0,2.0,Low
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,11992,Y,No,24,1,3,2323.0,1.0,3.0,2.0,3.0,4.5,2,2.0,2.0,2.0,Low
27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,5970,Y,No,18,4,1,2024.0,6.0,3.0,1.0,3.0,1.0,2,2.0,2.0,2.0,Low
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,6672,Y,No,11,3,1,2713.0,1.0,3.0,1.0,3.0,2.0,5,2.0,0.0,2.0,Low
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,23402,Y,Yes,16,2,1,9439.0,3.0,3.0,1.0,3.0,2.0,5,3.0,1.0,4.0,High
27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,25326,Y,Yes,15,4,2,2566.0,1.0,3.0,1.0,3.0,2.0,1,1.0,0.0,1.0,Low
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single,17053,Y,No,15,2,3,16581.0,3.0,3.0,0.0,3.0,4.5,5,4.0,4.0,4.0,High
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,4609,Y,No,12,1,3,2451.0,4.0,3.0,1.0,3.0,2.0,9,8.0,1.0,8.0,Low
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,8053,Y,No,12,3,3,9419.0,2.0,3.0,1.0,3.0,2.0,10,9.0,7.0,4.0,High
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,12930,Y,No,22,3,4,8686.0,4.0,3.0,0.0,3.0,2.0,8,3.0,0.0,7.0,High
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,12430,Y,No,20,1,3,3038.0,3.0,3.0,0.0,3.0,2.0,5,4.0,1.0,4.0,Low
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,13364,Y,Yes,16,4,2,3058.0,0.0,3.0,1.0,3.0,3.0,5,2.0,1.0,1.0,Low
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single,20989,Y,No,21,1,4,2325.0,0.0,3.0,0.0,3.0,4.5,0,0.0,0.0,0.0,Low
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,15062,Y,No,12,3,2,2088.0,4.0,3.0,0.0,3.0,3.0,8,7.0,7.0,2.0,Low
30,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,11012,Y,No,11,3,3,3072.0,1.0,3.0,2.0,3.0,4.0,12,9.0,6.0,10.0,Low
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,6319,Y,Yes,11,1,4,5006.0,4.0,3.0,1.0,3.0,3.0,5,4.0,0.0,3.0,Low
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,13939,Y,Yes,18,3,3,4257.0,4.0,3.0,1.0,3.0,3.0,2,2.0,2.0,2.0,Low
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,10515,Y,No,14,1,4,2500.0,0.0,3.0,0.0,3.0,2.0,3,1.0,0.0,2.0,Low
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,9241,Y,No,22,3,2,1102.0,1.0,3.0,0.0,3.0,3.0,1,0.0,1.0,0.0,Low
46,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,2137,Y,No,25,3,3,10453.0,1.0,3.0,2.5,3.0,2.0,18,13.0,7.5,7.0,High
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,6319,Y,No,12,3,3,2288.0,1.0,3.0,0.0,3.0,3.0,2,2.0,2.0,1.0,Low
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,6984,Y,Yes,23,3,3,3929.0,8.0,3.0,1.0,3.0,0.5,4,2.0,0.0,2.0,Low
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,5711,Y,No,15,4,3,2311.0,2.0,3.0,0.0,3.0,3.0,3,2.0,1.0,2.0,Low
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single,21728,Y,Yes,22,4,2,3140.0,1.0,3.0,0.0,3.0,4.5,4,3.0,0.0,2.0,Low
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,3425,Y,No,15,4,2,3690.0,2.0,3.0,1.0,3.0,2.0,3,2.0,0.0,2.0,Low
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,26250,Y,No,11,3,3,4450.0,1.0,3.0,2.0,3.0,3.0,4,2.0,1.0,3.0,Low
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,4673,Y,No,13,4,3,2756.0,1.0,3.0,1.0,3.0,4.5,8,7.0,1.0,6.0,Low
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46,3,5,Manager,3,Married,6499,Y,No,14,2,3,16581.0,1.0,3.0,1.0,3.0,2.0,18,8.0,7.5,9.0,High
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,5,Research Director,2,Single,13339,Y,No,11,4,3,16581.0,8.0,3.0,0.0,3.0,3.0,18,14.5,2.0,14.5,High
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,14074,Y,No,17,3,2,9547.0,1.0,3.0,0.0,3.0,2.0,10,9.0,1.0,9.0,High
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,98,3,4,Healthcare Representative,2,Single,7192,Y,No,18,3,3,13734.0,3.0,3.0,0.0,3.0,4.5,7,7.0,1.0,0.0,High
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,3,Male,65,2,5,Manager,3,Married,5678,Y,No,14,1,3,16581.0,0.0,3.0,1.0,3.0,4.5,18,14.5,7.5,9.0,High
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single,11781,Y,No,16,4,2,2279.0,1.0,3.0,0.0,3.0,2.0,7,7.0,0.0,3.0,Low
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,3,Married,15497,Y,Yes,13,1,3,5916.0,3.0,3.0,0.0,3.0,1.0,1,0.0,0.0,1.0,Low
43,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37,4,1,Research Scientist,4,Divorced,5228,Y,No,14,4,4,2089.0,4.0,3.0,2.5,3.0,3.0,5,4.0,2.0,2.0,Low
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,20462,Y,No,23,4,3,16581.0,8.5,3.0,1.0,3.0,1.0,18,8.0,7.5,8.0,High
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,22977,Y,Yes,12,1,2,3564.0,1.0,3.0,1.0,3.0,3.0,8,7.0,1.0,7.0,Low
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,15986,Y,No,11,4,3,4425.0,5.0,3.0,0.0,3.0,4.5,6,2.0,1.0,2.0,Low
42,No,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,16439,Y,No,16,2,3,5265.0,2.0,3.0,1.0,3.0,4.5,5,3.0,0.0,2.0,Low
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,7259,Y,No,14,2,3,6553.0,8.5,3.0,0.0,3.0,3.0,1,0.0,0.0,0.0,High
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,4185,Y,No,18,1,1,6261.0,3.0,3.0,1.0,3.0,3.0,7,7.0,1.0,7.0,Low
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,9679,Y,No,19,3,3,4298.0,5.0,3.0,1.0,3.0,1.0,2,2.0,2.0,0.0,Low
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,23793,Y,Yes,15,1,3,6804.0,1.0,3.0,2.0,3.0,0.5,7,7.0,1.0,7.0,High
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43,3,1,Research Scientist,3,Divorced,5972,Y,Yes,17,4,4,3815.0,1.0,3.0,1.0,3.0,4.0,5,3.0,2.0,0.0,Low
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married,16523,Y,Yes,15,3,4,2741.0,8.0,3.0,1.0,3.0,2.0,7,2.0,3.0,7.0,Low
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,11354,Y,Yes,19,2,3,6673.0,7.0,3.0,0.0,3.0,2.0,1,0.0,0.0,0.0,High
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married,24525,Y,No,22,4,2,7639.0,1.0,3.0,2.5,3.0,3.0,10,4.0,1.0,9.0,High
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1,Research Scientist,2,Divorced,12392,Y,Yes,16,1,2,2328.0,1.0,3.0,1.0,3.0,2.0,4,2.0,2.0,2.0,Low
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,7703,Y,No,13,1,3,2153.0,1.0,3.0,0.0,3.0,2.0,8,1.0,1.0,7.0,Low
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married,14242,Y,No,14,4,1,4876.0,8.5,3.0,1.0,3.0,4.5,3,2.0,0.0,2.0,Low
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,12368,Y,No,16,3,3,9396.0,7.0,3.0,1.0,3.0,3.0,4,2.0,0.0,3.0,High
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,25812,Y,No,11,3,2,10400.0,1.0,3.0,0.0,3.0,2.0,14,8.0,7.5,8.0,High
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,20925,Y,No,22,3,3,8474.0,1.0,3.0,0.0,3.0,2.0,11,8.0,5.0,8.0,High
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,3,Single,12916,Y,No,14,4,3,9981.0,1.0,3.0,0.0,3.0,2.0,7,7.0,0.0,7.0,High
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296,2,Male,81,2,3,Research Director,2,Married,15736,Y,No,16,4,1,12490.0,5.0,3.0,2.0,3.0,4.5,10,9.0,4.0,7.0,High
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,8556,Y,Yes,11,3,3,2657.0,5.0,3.0,0.0,3.0,4.5,5,2.0,0.0,4.0,Low
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75,3,3,Manager,4,Single,14674,Y,Yes,18,3,3,13591.0,3.0,3.0,0.0,3.0,3.0,1,0.0,0.0,0.0,High
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,22967,Y,No,15,3,2,6696.0,5.0,3.0,0.0,3.0,4.5,6,3.0,0.0,1.0,High
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,Single,19757,Y,No,14,4,2,2058.0,0.0,3.0,0.0,3.0,1.0,6,2.0,1.0,5.0,Low
45,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,16840,Y,No,12,4,3,8865.0,6.0,3.0,0.0,3.0,2.0,18,7.0,7.5,8.0,High
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,52,3,2,Sales Executive,1,Married,17011,Y,No,14,4,3,5940.0,2.0,3.0,1.0,3.0,4.0,6,2.0,0.0,5.0,Low
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,9945,Y,No,16,4,4,5914.0,8.0,3.0,0.0,3.0,3.0,13,11.0,3.0,7.0,Low
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,13248,Y,No,21,4,3,2622.0,6.0,3.0,0.0,3.0,3.0,3,2.0,1.0,1.0,Low
37,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,10056,Y,Yes,14,3,3,12185.0,1.0,3.0,2.5,3.0,1.0,10,8.0,0.0,7.0,High
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,9647,Y,No,12,3,2,10609.0,0.0,3.0,2.0,3.0,4.5,16,10.0,5.0,13.0,High
31,No,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,4381,Y,No,12,4,3,4345.0,0.0,3.0,1.0,3.0,2.0,5,4.0,1.0,4.0,Low
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,Married,8456,Y,No,17,1,3,2177.0,3.0,3.0,1.0,3.0,4.5,1,0.0,0.0,0.0,Low
37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2539,Y,No,17,3,3,2793.0,4.0,3.0,1.0,3.0,2.0,9,8.0,5.0,8.0,Low
29,No,Travel_Frequently,1413,Sales,1,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,6599,Y,No,14,4,3,7918.0,1.0,3.0,1.0,3.0,4.5,11,10.0,4.0,1.0,High
35,No,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,92,3,3,Sales Executive,3,Single,9096,Y,No,14,1,4,8789.0,1.0,3.0,0.0,3.0,3.0,10,7.0,0.0,8.0,High
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,3,Male,86,2,1,Research Scientist,4,Single,14961,Y,Yes,13,3,2,2389.0,1.0,3.0,0.0,3.0,3.0,4,3.0,0.0,1.0,Low
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,316,3,Female,89,2,1,Laboratory Technician,4,Single,3300,Y,No,15,2,2,3212.0,7.0,3.0,0.0,3.0,3.0,2,2.0,2.0,2.0,Low
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,3,Male,58,3,5,Manager,4,Married,4933,Y,No,11,4,3,16581.0,1.0,3.0,0.0,3.0,3.0,18,14.5,7.5,14.5,High
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,1,321,2,Male,52,3,1,Human Resources,3,Married,25657,Y,No,17,4,2,2267.0,8.0,3.0,0.0,3.0,2.0,2,2.0,2.0,2.0,Low
50,No,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced,24118,Y,No,11,3,2,16581.0,3.0,3.0,1.0,3.0,3.0,7,0.0,0.0,6.0,High
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,3,Male,58,3,1,Laboratory Technician,4,Married,22149,Y,Yes,13,3,1,2436.0,5.0,3.0,1.0,3.0,2.0,5,4.0,0.0,4.0,Low
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,1,327,4,Female,80,3,4,Manager,4,Married,7744,Y,Yes,22,3,3,16064.0,5.0,3.0,1.0,3.0,3.0,17,13.0,1.0,9.0,High
